,_id,位置,名称,均价
0,5b7f6dd5e7986a2e106aad9c,"[?梁溪?崇安?]?锡沪东路,近广和路",中洲崇安府,19500
1,5b7f6dd6e7986a2e106aad9d,"[?滨湖?蠡湖?]?金城西路,近金水路",蠡湖金茂府,31000
2,5b7f6dd6e7986a2e106aad9e,"[?锡山?鹅湖?]?甘虞路,近蘅芳路",中洲花溪樾,14000
3,5b7f6dd6e7986a2e106aad9f,"[?滨湖?太湖?]?贡湖大道,近塘铁桥路",中锐星公元,30000
4,5b7f6dd6e7986a2e106aada0,[?新吴?旺庄?]?长江南路，近新华路,正大万物城,13000
5,5b7f6dd6e7986a2e106aada1,[?新吴?新安?]?太科园具区路与净慧东道交汇处（大桥实...,远洋太湖宸章,
6,5b7f6dd6e7986a2e106aada2,[?梁溪?北塘?]?江海西路与会岸路交汇处,梁溪本源,16500
7,5b7f6dd6e7986a2e106aada3,[?新吴?新安?]?净慧东道，近和风路,启迪协信中心,12000
8,5b7f6dd6e7986a2e106aada4,[?梁溪?北塘?]?江海西路888号 （原金山北科技园会岸路...,无锡科技城(协信未来城),14000
9,5b7f6dd6e7986a2e106aada5,[?锡山?东亭?]?二泉东路，近团结中路,蓝光雍锦园,15500
10,5b7f6dd6e7986a2e106aada6,[?梁溪?北塘?]?盛岸路近钱皋路,小天鹅雍山府,
11,5b7f6dd6e7986a2e106aada7,"[?滨湖?马山?]?人民东路,近刘闾路",新力帝泊湾,120
12,5b7f6dd6e7986a2e106aada8,[?锡山?锡北?]?政丰路与泾声路交汇处（泉山文化公园对...,碧桂园金茂悦山,12000
13,5b7f6dd6e7986a2e106aada9,[?梁溪?崇安?]?锡沪路与通江大道交界处（乐都汇商圈的...,世茂璀璨时光,
14,5b7f6dd6e7986a2e106aadaa,"[?惠山?钱桥?]?上伟路,近香缇路",时代城,12000
15,5b7f6dd6e7986a2e106aadab,"[?惠山?堰桥?]?堰新路,近惠源路",龙湖天宸原著,16800
16,5b7f6dd6e7986a2e106aadac,"[?梁溪?北塘?]?广石西路,近凤宾路",万科北门塘上,23000
17,5b7f6dd6e7986a2e106aadad,"[?梁溪?崇安?]?江海路,近广益路",融侨悦府,28000
18,5b7f6dd6e7986a2e106aadae,[?惠山?堰桥?]?北环路，近新锡澄路,无锡阳光100阿尔勒,12000
19,5b7f6dd6e7986a2e106aadaf,[?新吴?梅村?]?金城路与梅东河交叉口西南侧,吴樾东方,16500
20,5b7f6dd6e7986a2e106aadb0,[?锡山?锡东?]?和祥路，近弘业东路,美的公园天下,20000
21,5b7f6dd6e7986a2e106aadb1,"[?新吴?江溪?]?金城东路,近春华路",无锡中海寰宇天下,16200
22,5b7f6dd6e7986a2e106aadb2,[?滨湖?马山?]?环山东路8号,弘阳三万顷,30000
23,5b7f6dd6e7986a2e106aadb3,"[?惠山?堰桥?]?天昌路,近凤鸣路",万科天一玖著,16500
24,5b7f6dd6e7986a2e106aadb4,[?惠山?堰桥?]?天一路,太平洋城中城,13000
25,5b7f6dd6e7986a2e106aadb5,[?锡山?东北塘?]?锦旺路1号,玫瑰香堤,12000
26,5b7f6dd6e7986a2e106aadb6,[?宜兴?宜城?]?阳羡东路与东鸫蟮澜换愦Γㄍ虼锒悦妫,恒基旭辉府,12500
27,5b7f6dd6e7986a2e106aadb7,[?滨湖?太湖?]?和风路与立信大道交叉口西北侧,绿城凤起和鸣,35000
28,5b7f6dd6e7986a2e106aadb8,[?梁溪?南长?]?运河西路与芦中路交汇处,富力运河十号,22400
29,5b7f6dd6e7986a2e106aadb9,[?梁溪?崇安?]?北中路与桐桥港路交叉口西南侧,保利融侨时光印象,19000
30,5b7f6dd6e7986a2e106aadba,[?惠山?洛社?]?洛南大道与钱洛路交汇处,融创银城惠山国际社区,
31,5b7f6dd6e7986a2e106aadbb,[?滨湖?太湖?]?吴都路与立信大道交汇处,宝能城,
32,5b7f6dd6e7986a2e106aadbc,"[?梁溪?南长?]?太湖大道,近通扬路",国美南长华府,19000
33,5b7f6dd6e7986a2e106aadbd,[?宜兴?宜城?]?宜兴市溪隐路100号（市体育中心北侧）,恒大溪隐府,20000
34,5b7f6dd6e7986a2e106aadbe,[?滨湖?太湖?]?南湖大道与塘铁桥路交汇处,恒大华府,26000
35,5b7f6dd6e7986a2e106aadbf,[?锡山?锡东?]?东翔路1509号,万业观山泓郡,14000
36,5b7f6dd6e7986a2e106aadc0,[?惠山?堰桥?]?惠山大道与天丰路交汇处,美的国宾府,18000
37,5b7f6dd6e7986a2e106aadc1,[?滨湖?马山?]?常乐路8号（十里明珠堤西侧）,十里明珠,30000
38,5b7f6dd6e7986a2e106aadc2,[?滨湖?河埒?]?湖滨路，近梁溪路,华润悦府,24000
39,5b7f6dd6e7986a2e106aadc3,[?滨湖?太湖?]?立信大道，近方庙路,海岸城郦园,20000
40,5b7f6dd6e7986a2e106aadc4,[?梁溪?北塘?]?县前西街与解放西路交叉口西北侧（原县...,绿地观澜湾,25000
41,5b7f6dd6e7986a2e106aadc5,"[?锡山?东亭?]?二泉东路,近纺达路",恒大御峰,24000
42,5b7f6dd6e7986a2e106aadc6,[?新吴?旺庄?]?长江南路与新华路交汇处,宝龙世家,
43,5b7f6dd6e7986a2e106aadc7,[?锡山?锡北?]?锡港公路，近花园滨路,锡北星邻里国际花园,8900
44,5b7f6dd6e7986a2e106aadc8,[?锡山?东北塘?]?承塘路，近春塘路,恒大御澜湾(阳光福邸),13500
45,5b7f6dd6e7986a2e106aadc9,[?滨湖?湖滨路?]?湖滨路701号,栖霞栖庭,18000
46,5b7f6dd6e7986a2e106aadca,"[?新吴?江溪?]?太湖大道,近春阳路",中邦欢乐颂,11000
47,5b7f6dd6e7986a2e106aadcb,[?锡山?东北塘?]?东亭路与芙蓉四路西南角,恒大观澜府,17000
48,5b7f6dd6e7986a2e106aadcc,[?宜兴?新庄?]?新庄小学西侧,保集蓝郡,13000
49,5b7f6dd6e7986a2e106aadcd,[?新吴?鸿山?]?至德大道797号,鸿坤理想湾,
50,5b7f6dd6e7986a2e106aadce,[?新吴?江溪?]?金城东路，近富巷路,富力城,15000
51,5b7f6dd6e7986a2e106aadcf,[?新吴?江溪?]?太湖大道658号,信运现代城,7500
52,5b7f6dd6e7986a2e106aadd0,[?惠山?钱桥?]?藕塘镇藕洛路61号,藕乐汇生活广场,30000
53,5b7f6dd6e7986a2e106aadd1,[?梁溪?北塘?]?中山路与解放北路交汇处（中山路618号...,茂业时代广场,15000
54,5b7f6dd6e7986a2e106aadd2,"[?滨湖?太湖?]?高浪西路,近立信大道",富力十号,27500
55,5b7f6dd6e7986a2e106aadd3,[?锡山?锡东?]?盛源北路近镇南路,金域香颂,13500
56,5b7f6dd6e7986a2e106aadd4,[?新吴?江溪?]?江溪路28号,金科米兰尔家公寓,14000
57,5b7f6dd6e7986a2e106aadd5,"[?梁溪?北塘?]?锡澄路,近江海路",无锡圆融广场,11000
58,5b7f6dd6e7986a2e106aadd6,"[?滨湖?马山?]?锡宜公路,近振胡路",香槟壹号,10500
59,5b7f6dd6e7986a2e106aadd7,"[?梁溪?北塘?]?吴桥西路,近通惠西路",无锡恒大悦珑湾(悦珑府),26500
60,5b7f6dd7e7986a2e106aadd8,[?梁溪?南长?]?清扬路138号,茂业天地观园,30000
61,5b7f6dd7e7986a2e106aadd9,[?梁溪?崇安?]?人民路与马巷路交叉口西南侧,光华时代广场,15000
62,5b7f6dd7e7986a2e106aadda,"[?锡山?东港?]?锡港路,近运河路",红豆首府二期,12000
63,5b7f6dd7e7986a2e106aaddb,[?滨湖?马山?]?十里明珠堤与霞光路交叉口,金轮湖晓兰庭,
64,5b7f6dd7e7986a2e106aaddc,[?新吴?旺庄?]?长江路13号（无锡千禧大酒店南侧）,彩虹城,25000
65,5b7f6dd7e7986a2e106aaddd,[?惠山?堰桥?]?锡澄路地铁1号线刘潭站南侧,万荟城,10000
66,5b7f6dd7e7986a2e106aadde,"[?梁溪?北塘?]?中山路,近凤翔路",锦熙府,18000
67,5b7f6dd7e7986a2e106aaddf,[?梁溪?南长?]?清名路，近墨文路,九龙仓时代上城,17500
68,5b7f6dd7e7986a2e106aade0,[?惠山?前洲?]?中惠大道，近唐洛路,实地玫瑰庄园,
69,5b7f6dd7e7986a2e106aade1,[?梁溪?南长?]?中南路8号（中南路与金城路交叉口东北...,金科世界城,
70,5b7f6dd7e7986a2e106aade2,[?新吴?江溪?]?长江北路与宏源路交汇处（欧尚超市斜对...,万科金域缇香,
71,5b7f6dd7e7986a2e106aade3,[?宜兴?周铁?]?分水街分百路8号,龙玺太湖湾,12000
72,5b7f6dd7e7986a2e106aade4,[?惠山?前洲?]?中兴路与唐平大道交汇处,前洲五洲国际广场,20000
73,5b7f6dd7e7986a2e106aade5,[?新吴?江溪?]?长江北路与南丰路交汇处,万科V+米寓,13000
74,5b7f6dd7e7986a2e106aade6,[?锡山?东亭?]?太湖大道，近东亭南路,无锡恒大绿洲,16500
75,5b7f6dd7e7986a2e106aade7,"[?新吴?新安?]?具区路,近菱湖大道",阿卡迪亚,550
76,5b7f6dd7e7986a2e106aade8,[?滨湖?太湖?]?立德路与吴都路交叉处,恒大财富中心,
77,5b7f6dd7e7986a2e106aade9,[?惠山?堰桥?]?锡澄路与欣惠路交叉东南侧,百好锦园,12500
78,5b7f6dd7e7986a2e106aadea,[?梁溪?北塘?]?钱皋路近惠钱路,小天鹅望山院墅,17000
79,5b7f6dd7e7986a2e106aadeb,[?锡山?鹅湖?]?月溪路108号（甘虞路与月溪路交汇处东...,昕湖坊,10000
80,5b7f6dd7e7986a2e106aadec,"[?滨湖?太湖?]?立信大道,近和风路",阳光100喜马拉雅,23000
81,5b7f6dd7e7986a2e106aaded,[?梁溪?崇安?]?人民中路111号,苏宁广场,18000
82,5b7f6dd7e7986a2e106aadee,[?惠山?堰桥?]?政和大道298号（区行政服务中心旁）,金都跃公馆,
83,5b7f6dd7e7986a2e106aadef,[?滨湖?太湖?]?吴都路与南湖大道交汇处西北侧,万科翡翠东方,
84,5b7f6dd7e7986a2e106aadf0,[?新吴?新安?]?秀景路与国信支路交汇处,万科观湖礼著,
85,5b7f6dd7e7986a2e106aadf1,"[?梁溪?崇安?]?江海路,近广益路",融侨悦府,28000
86,5b7f6dd7e7986a2e106aadf2,[?新吴?梅村?]?金城路与梅东河交叉口西南侧,吴樾东方,16500
87,5b7f6dd7e7986a2e106aadf3,[?锡山?锡东?]?和祥路，近弘业东路,美的公园天下,20000
88,5b7f6dd7e7986a2e106aadf4,"[?新吴?江溪?]?金城东路,近春华路",无锡中海寰宇天下,16200
89,5b7f6dd7e7986a2e106aadf5,[?滨湖?马山?]?环山东路8号,弘阳三万顷,30000
90,5b7f6dd8e7986a2e106aadf6,[?惠山?钱桥?]?藕塘镇藕洛路61号,藕乐汇生活广场,30000
91,5b7f6dd8e7986a2e106aadf7,[?新吴?硕放?]?太科园干城路6号（环太湖高速公路新安...,无锡中关村科技创新园,5500
92,5b7f6dd8e7986a2e106aadf8,[?新吴?新安?]?菱湖大道,积水裕沁湖畔庭,24000
93,5b7f6dd8e7986a2e106aadf9,[?梁溪?北塘?]?中山路与解放北路交汇处（中山路618号...,茂业时代广场,15000
94,5b7f6dd8e7986a2e106aadfa,[?新吴?江溪?]?塘南北路198号,诚寓,12900
95,5b7f6dd8e7986a2e106aadfb,[?新吴?鸿山?]?至贤路，近至德大道,凤鸣山庄,370
96,5b7f6dd8e7986a2e106aadfc,"[?滨湖?太湖?]?高浪西路,近立信大道",富力十号,27500
97,5b7f6dd8e7986a2e106aadfd,[?新吴?坊前?]?纺城大道299号,深港亚太中心,11000
98,5b7f6dd8e7986a2e106aadfe,[?锡山?锡东?]?盛源北路近镇南路,金域香颂,13500
99,5b7f6dd8e7986a2e106aadff,[?新吴?江溪?]?江溪路28号,金科米兰尔家公寓,14000
100,5b7f6dd8e7986a2e106aae00,"[?梁溪?北塘?]?锡澄路,近江海路",无锡圆融广场,11000
101,5b7f6dd8e7986a2e106aae01,"[?滨湖?马山?]?锡宜公路,近振胡路",香槟壹号,10500
102,5b7f6dd8e7986a2e106aae02,[?锡山?安镇?]?锡东大道,华夏东城一品,14000
103,5b7f6dd8e7986a2e106aae03,"[?锡山?东亭?]?锡沪路,近柏庄路",红豆天一华府,23000
104,5b7f6dd8e7986a2e106aae04,"[?梁溪?北塘?]?吴桥西路,近通惠西路",无锡恒大悦珑湾(悦珑府),26500
105,5b7f6dd8e7986a2e106aae05,"[?锡山?锡东?]?和祥路,近弘业路",百和国际花园,20000
106,5b7f6dd8e7986a2e106aae06,[?梁溪?南长?]?太湖大道68号,世贸公馆,17000
107,5b7f6dd8e7986a2e106aae07,[?梁溪?南长?]?羊腰湾路与向阳路交叉口东,彩D香江,
108,5b7f6dd8e7986a2e106aae08,[?梁溪?南长?]?清扬路138号,茂业天地观园,30000
109,5b7f6dd8e7986a2e106aae09,[?梁溪?崇安?]?人民路与马巷路交叉口西南侧,光华时代广场,15000
110,5b7f6dd8e7986a2e106aae0a,"[?锡山?东港?]?锡港路,近运河路",红豆首府二期,12000
111,5b7f6dd8e7986a2e106aae0b,[?新吴?坊前?]?纺城大道299号,深港宝阁丽,350
112,5b7f6dd8e7986a2e106aae0c,[?锡山?锡东?]?联福路东、厚丰路南,宛溪雅居,14000
113,5b7f6dd8e7986a2e106aae0d,[?滨湖?马山?]?十里明珠堤与霞光路交叉口,金轮湖晓兰庭,
114,5b7f6dd8e7986a2e106aae0e,[?梁溪?北塘?]?中山路与凤源路交汇处（靠近三院）,华仁凤凰城798街区,45000
115,5b7f6dd8e7986a2e106aae0f,[?新吴?旺庄?]?长江路13号（无锡千禧大酒店南侧）,彩虹城,25000
116,5b7f6dd8e7986a2e106aae10,[?惠山?玉祁?]?唐平路与湖西路交汇处,宝龙香槟湖,9800
117,5b7f6dd8e7986a2e106aae11,[?惠山?钱桥?]?盛岸西路333号,百乐和园,17000
118,5b7f6dd8e7986a2e106aae12,[?惠山?堰桥?]?锡澄路地铁1号线刘潭站南侧,万荟城,10000
119,5b7f6dd8e7986a2e106aae13,"[?梁溪?北塘?]?中山路,近凤翔路",锦熙府,18000
120,5b7f6dd8e7986a2e106aae14,[?滨湖?蠡湖?]?金城西路与蠡湖大道交汇处,金科蠡湖,
121,5b7f6dd8e7986a2e106aae15,[?梁溪?南长?]?通扬南路，近新光路,九龙仓碧玺,18500
122,5b7f6dd8e7986a2e106aae16,[?锡山?鹅湖?]?景园路，近新园路,ΜΟΜΛ春风湖上,14000
123,5b7f6dd8e7986a2e106aae17,[?新吴?硕放?]?太科园干城路6号（环太湖高速公路新安...,无锡中关村科技创新园,5500
124,5b7f6dd8e7986a2e106aae18,[?新吴?新安?]?菱湖大道,积水裕沁湖畔庭,24000
125,5b7f6dd8e7986a2e106aae19,[?新吴?江溪?]?塘南北路198号,诚寓,12900
126,5b7f6dd8e7986a2e106aae1a,[?新吴?鸿山?]?至贤路，近至德大道,凤鸣山庄,370
127,5b7f6dd8e7986a2e106aae1b,[?新吴?坊前?]?纺城大道299号,深港亚太中心,11000
128,5b7f6dd8e7986a2e106aae1c,[?锡山?安镇?]?锡东大道,华夏东城一品,14000
129,5b7f6dd8e7986a2e106aae1d,"[?锡山?东亭?]?锡沪路,近柏庄路",红豆天一华府,23000
130,5b7f6dd8e7986a2e106aae1e,"[?锡山?锡东?]?和祥路,近弘业路",百和国际花园,20000
131,5b7f6dd8e7986a2e106aae1f,[?梁溪?南长?]?太湖大道68号,世贸公馆,17000
132,5b7f6dd8e7986a2e106aae20,[?梁溪?南长?]?羊腰湾路与向阳路交叉口东,彩D香江,
133,5b7f6dd8e7986a2e106aae21,[?新吴?坊前?]?纺城大道299号,深港宝阁丽,350
134,5b7f6dd8e7986a2e106aae22,[?锡山?锡东?]?联福路东、厚丰路南,宛溪雅居,14000
135,5b7f6dd8e7986a2e106aae23,[?梁溪?北塘?]?中山路与凤源路交汇处（靠近三院）,华仁凤凰城798街区,45000
136,5b7f6dd8e7986a2e106aae24,[?惠山?玉祁?]?唐平路与湖西路交汇处,宝龙香槟湖,9800
137,5b7f6dd8e7986a2e106aae25,[?惠山?钱桥?]?盛岸西路333号,百乐和园,17000
138,5b7f6dd8e7986a2e106aae26,"[?新吴?鸿山?]?至德大道,近三让路",融创枫丹御园,
139,5b7f6dd8e7986a2e106aae27,[?梁溪?南长?]?清扬路313号,东宝康园,16000
140,5b7f6dd8e7986a2e106aae28,[?惠山?堰桥?]?惠山大道与天一路交汇处,太平洋城中城天一公馆,
141,5b7f6dd8e7986a2e106aae29,[?滨湖?太湖?]?和风路和贡湖大道交汇处,中海凤凰熙岸,14500
142,5b7f6dd8e7986a2e106aae2a,[?梁溪?北塘?]?凤宾路民丰路交汇处（民丰路275号）,盛唐乐享城,28000
143,5b7f6dd8e7986a2e106aae2b,[?新吴?江溪?]?春华路8号,国信世家璞园,
144,5b7f6dd8e7986a2e106aae2c,[?锡山?锡东?]?锡沪路,无锡恒大城,18500
145,5b7f6dd8e7986a2e106aae2d,"[?锡山?东亭?]?团结中路,近春江路",嘉福公寓,8500
146,5b7f6dd8e7986a2e106aae2e,[?宜兴?高塍镇?]?远东大道与科技大道交汇处向西500米（...,恒大香邑,
147,5b7f6dd8e7986a2e106aae2f,[?新吴?新安?]?净慧西道与具区路交叉口,龙湖星悦荟,9000
148,5b7f6dd8e7986a2e106aae30,[?新吴?新安?]?新吴区滟澜山艺墅580号,富屹新城国际,12000
149,5b7f6dd8e7986a2e106aae31,[?惠山?洛社?]?洛南大道与永辉路交汇处,碧桂园南光城,
150,5b7f6dd9e7986a2e106aae32,"[?新吴?梅村?]?新锦路,近锡贤路",上品花园,
151,5b7f6dd9e7986a2e106aae33,[?滨湖?太湖?]?五湖大道与高浪路交叉口西北侧,万科新酩悦,
152,5b7f6dd9e7986a2e106aae34,"[?惠山?堰桥?]?锡澄路,近堰新路",堰湾长堤,10500
153,5b7f6dd9e7986a2e106aae35,[?惠山?玉祁?]?曙光路近平湖路,龙泽半岛逸湾,7500
154,5b7f6dd9e7986a2e106aae36,[?宜兴?宜城?]?宜兴中学东侧500米,山水鸪,568
155,5b7f6dd9e7986a2e106aae37,[?锡山?安镇?]?鑫安路，近胶阳路,华夏世纪锦园,10700
156,5b7f6dd9e7986a2e106aae38,[?新吴?坊前?]?纺城大道289号（新兴路以北）,南方不锈钢国际交易中心,12000
157,5b7f6dd9e7986a2e106aae39,"[?滨湖?太湖?]?蠡湖大道,近高浪路",博大假日广场欢乐颂,19500
158,5b7f6dd9e7986a2e106aae3a,[?宜兴?张渚?]?渚钢路近桃溪路,福地桃溪,6500
159,5b7f6dd9e7986a2e106aae3b,[?滨湖?马山?]?渔港路111号,太湖锦园,3600
160,5b7f6dd9e7986a2e106aae3c,"[?惠山?堰桥?]?石澄路,近天一路",明发国际新城,12000
161,5b7f6dd9e7986a2e106aae3d,[?惠山?阳山?]?胜利路,盛世兰亭苑,380
162,5b7f6dd9e7986a2e106aae3e,[?惠山?堰桥?]?惠山大道108号（明发商业广场北面300m...,国慧商务广场,7500
163,5b7f6dd9e7986a2e106aae3f,"[?新吴?江溪?]?行创四路,近新光路",华盛苑,
164,5b7f6dd9e7986a2e106aae40,[?滨湖?蠡湖?]?中南西路与湖滨路交汇处东南侧（无锡市...,印象湖滨路劲,
165,5b7f6dd9e7986a2e106aae41,[?滨湖?太湖?]?大通路与立信大道的交汇处（周新苑对面...,太湖嘉汇广场,
166,5b7f6dd9e7986a2e106aae42,[?梁溪?崇安?]?广益路299号,金盛华彩荟,
167,5b7f6dd9e7986a2e106aae43,[?宜兴?宜城?]?绿园路近杏园村,彩虹未来城,
168,5b7f6dd9e7986a2e106aae44,[?宜兴?湖??]?阳羡生态旅游区玉女潭景区对面,中交阳羡美庐,120
169,5b7f6dd9e7986a2e106aae45,[?宜兴?宜城?]?东鸫蟮烙胍似致方徊婵谙蚨300米,万科九如城,
170,5b7f6dd9e7986a2e106aae46,[?新吴?硕放?]?通祥路，近新宅路,吉祥国际花园,10000
171,5b7f6dd9e7986a2e106aae47,[?梁溪?南长?]?运河东路555号,时代国际,13000
172,5b7f6dd9e7986a2e106aae48,[?惠山?堰桥?]?惠山大道北环路888号,明发商业广场,
173,5b7f6dd9e7986a2e106aae49,[?滨湖?太湖?]?绣溪道55号（江南大学旁）,长广溪旭天科技谷,9000
174,5b7f6dd9e7986a2e106aae4a,[?锡山?鹅湖?]?蘅芳路1号,水岸名府,15500
175,5b7f6dd9e7986a2e106aae4b,[?惠山?堰桥?]?西漳天一新街（水澄路与广石路交汇处）,阳光100汀枫渡,25000
176,5b7f6dd9e7986a2e106aae4c,[?宜兴?丁蜀?]?西施路185号,鸿威东方雅园,8000
177,5b7f6dd9e7986a2e106aae4d,[?惠山?前洲?]?崇文路北，西新路南（前洲中心小学西）,御景珑庭,350
178,5b7f6dd9e7986a2e106aae4e,[?滨湖?马山?]?环山东路6号,无锡半山一号,1600
179,5b7f6dd9e7986a2e106aae4f,[?宜兴?宜城?]?荆邑路向南到底龙背山中（无锡工艺职业...,九龙依云,1000
180,5b7f6ddae7986a2e106aae50,[?新吴?江溪?]?长江北路106号(长江北路东侧、金城东路...,麦库MYCO,12000
181,5b7f6ddae7986a2e106aae51,[?梁溪?南长?]?永乐路，近清扬路,家乐府,15200
182,5b7f6ddae7986a2e106aae52,[?宜兴?宜城?]?鹉下芬嗽岸悦嫖鞑300米郁金香庄园售...,荷兰岛郁金香庄园,600
183,5b7f6ddae7986a2e106aae53,[?梁溪?北塘?]?凤宾路100号总部商务园（凤宾路与江海...,联东U谷,12000
184,5b7f6ddae7986a2e106aae54,[?惠山?堰桥?]?吴韵路589号,中威国际公寓,6500
185,5b7f6ddae7986a2e106aae55,[?滨湖?太湖?]?高浪路，近金石路,吉宝澜岸铭邸,23500
186,5b7f6ddae7986a2e106aae56,[?新吴?旺庄?]?新区旺庄东路(旺庄东路与春华路交汇处...,恒盛第一国际四期颐园,
187,5b7f6ddae7986a2e106aae57,[?滨湖?太湖?]?南湖大道，近高浪路,观山名筑,15420
188,5b7f6ddae7986a2e106aae58,[?滨湖?河埒?]?太湖大道与青祁路交叉口北侧（新体育中...,润华国际大厦,20000
189,5b7f6ddae7986a2e106aae59,[?宜兴?官林镇?]?凌霞村宜金公路北侧，官林汽车站对面,香颂世家,8500
190,5b7f6ddae7986a2e106aae5a,[?滨湖?马山?]?峰影路，近梅梁路,阿维侬庄园,16000
191,5b7f6ddae7986a2e106aae5b,[?滨湖?马山?]?梅梁路，近峰影路,圣园,17000
192,5b7f6ddae7986a2e106aae5c,[?惠山?玉祁?]?民主路东、振祁路西（北至现状河道、南...,龙世西湖湾庄园,8000
193,5b7f6ddae7986a2e106aae5d,[?滨湖?马山?]?环太湖公路与渔港路交叉口东南侧,太湖瑞仕花园,
194,5b7f6ddae7986a2e106aae5e,[?新吴?鸿山?]?鸿山路近鸿达路,吴月雅境,400
195,5b7f6ddae7986a2e106aae5f,[?宜兴?和桥?]?国土资源局西300米,翰林苑,
196,5b7f6ddae7986a2e106aae60,[?滨湖?河埒?]?梁溪路，近孙蒋路,中城誉品,18500
197,5b7f6ddae7986a2e106aae61,[?新吴?旺庄?]?天山路8号（旺庄路与长江路交汇口东南...,茂业长江一号,
198,5b7f6ddae7986a2e106aae62,"[?锡山?东亭?]?友谊路,近锡沪路",苏南龙湖九墅天玺,
199,5b7f6ddae7986a2e106aae63,[?惠山?堰桥?]?林新路2号,星富广场,
200,5b7f6ddae7986a2e106aae64,[?惠山?钱桥?]?盛岸西路668号,五洲国际小商品城,25000
201,5b7f6ddae7986a2e106aae65,[?新吴?江溪?]?金城东路与前卫路交叉口西侧（雷迪森广...,利华广场,
202,5b7f6ddae7986a2e106aae66,[?新吴?旺庄?]?湘江路以东、旺庄路以南、天山路以北（...,嘉汇嘉园,
203,5b7f6ddae7986a2e106aae67,[?惠山?堰桥?]?锡澄路与文惠路交汇处（惠山新城）,时代广场二期,
204,5b7f6ddae7986a2e106aae68,[?新吴?硕放?]?南星路，近通祥路,香梅香墅,15000
205,5b7f6ddae7986a2e106aae69,[?梁溪?南长?]?清扬路145号,恒威中央领地,16000
206,5b7f6ddae7986a2e106aae6a,[?锡山?锡北?]?秀泉路近泉山路,鸿景雅园,12000
207,5b7f6ddae7986a2e106aae6b,[?新吴?梅村?]?新锦路与锡义路交叉口东南侧,涌金诚商业中心,
208,5b7f6ddae7986a2e106aae6c,"[?宜兴?宜城?]?枫隐路,近东鸫蟮",东鹨缓,12000
209,5b7f6ddae7986a2e106aae6d,"[?宜兴?宜城?]?龙潭东路,近沧浦路",融创鹪,16000
210,5b7f6ddae7986a2e106aae6e,"[?滨湖?太湖?]?蠡湖大道,近高浪路",博大假日广场欢乐颂,19500
211,5b7f6ddae7986a2e106aae6f,[?宜兴?张渚?]?渚钢路近桃溪路,福地桃溪,6500
212,5b7f6ddae7986a2e106aae70,"[?惠山?堰桥?]?石澄路,近天一路",明发国际新城,12000
213,5b7f6ddae7986a2e106aae71,[?惠山?阳山?]?胜利路,盛世兰亭苑,380
214,5b7f6ddae7986a2e106aae72,[?惠山?堰桥?]?惠山大道108号（明发商业广场北面300m...,国慧商务广场,7500
215,5b7f6ddae7986a2e106aae73,"[?新吴?江溪?]?行创四路,近新光路",华盛苑,
216,5b7f6ddae7986a2e106aae74,[?滨湖?蠡湖?]?中南西路与湖滨路交汇处东南侧（无锡市...,印象湖滨路劲,
217,5b7f6ddae7986a2e106aae75,[?滨湖?太湖?]?大通路与立信大道的交汇处（周新苑对面...,太湖嘉汇广场,
218,5b7f6ddae7986a2e106aae76,[?宜兴?宜城?]?绿园路近杏园村,彩虹未来城,
